user_id,accuracy_1,accuracy_2,accuracy_3,accuracy_4,accuracy_5,accuracy_6,accuracy_7,accuracy_8,accuracy_9,accuracy_10,accuracy_over_time
0510e081-07d6-4a36-9624-59f9d4c3b65d,Correct,Correct,Wrong,Correct,Wrong,Correct,Correct,Wrong,Wrong,Wrong,5
0975205a-0a20-456f-971b-f7c227662f3e,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Wrong,7
0a8cc657-5d49-40b0-a161-3337688e5956,Correct,Wrong,Correct,Correct,Correct,Correct,Wrong,Wrong,Correct,Wrong,6
0d9cade7-b753-482f-b446-a8f69fbf4144,Wrong,Wrong,Wrong,Correct,Correct,Correct,Correct,Wrong,Correct,Wrong,5
0da6331a-3cda-4110-b629-0f45aa911f91,Wrong,Correct,Wrong,Wrong,Wrong,Correct,Wrong,Wrong,Correct,Wrong,3
106f850f-65bd-4730-81aa-655e24fe4cbf,Correct,Correct,Wrong,Wrong,Correct,Correct,Correct,Correct,Wrong,Wrong,6
107c07c5-2515-42bc-9b2b-96f75103a195,Correct,Wrong,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,8
10db0f82-68bb-49fc-82f0-b8f670cdf4a0,Correct,Wrong,Correct,Correct,Correct,Correct,Wrong,Wrong,Correct,Correct,7
14ab273c-094d-4e41-9014-9e409adce968,Wrong,Wrong,Wrong,Correct,Correct,Correct,Wrong,Wrong,Correct,Wrong,4
14bd0136-4e17-4637-ba91-81d2057dba33,Correct,Correct,Wrong,Wrong,Correct,Correct,Correct,Correct,Correct,Wrong,7
1667c389-89a6-4ae3-a6e5-3f7de4ca3e29,Correct,Wrong,Correct,Wrong,Correct,Wrong,Wrong,Correct,Correct,Correct,6
17a8a686-8859-4b15-a5b7-e7c346bd989e,Wrong,Correct,Correct,Wrong,Correct,Correct,Correct,Wrong,Correct,Wrong,6
1831ac60-c444-4434-b2ca-cd896ba72f1d,Correct,Correct,Wrong,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,8
18ab1d7e-3cc0-41e3-baa4-36824efa450b,Correct,Wrong,Wrong,Wrong,Wrong,Correct,Correct,Wrong,Correct,Correct,5
1b53a9fe-61f2-4b68-a33e-044f59961928,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Wrong,Wrong,Wrong,6
1b8259fa-4f9d-4093-aa30-c1036c5f9fdc,Wrong,Correct,Wrong,Wrong,Correct,Wrong,Correct,Wrong,Correct,Wrong,4
1c3c495f-88d5-4596-b612-3784fa3618f3,Correct,Wrong,Correct,Wrong,Correct,Correct,Wrong,Correct,Correct,Wrong,6
211ae0b7-d996-41b7-bb11-35a7b7ed4b74,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Wrong,8
249e3d1b-f55f-4918-b98a-dd3c8bd5dc51,Correct,Wrong,Correct,Wrong,Correct,Correct,Wrong,Wrong,Wrong,Wrong,4
24b45b13-29d0-4fb9-a926-1ada6ffe8902,Correct,Wrong,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Wrong,7
2799029f-e791-4278-afd7-5c943e27f91d,Wrong,Correct,Wrong,Wrong,Correct,Correct,Correct,Wrong,Correct,Wrong,5
27cd0c36-e896-4a2b-b7a3-8f114da43fd9,Correct,Wrong,Correct,Correct,Correct,Wrong,Correct,Wrong,Correct,Wrong,6
28389d4b-62ef-411d-a92a-4280cb409cb7,Wrong,Correct,Wrong,Wrong,Correct,Wrong,Wrong,Wrong,Wrong,Wrong,2
299e015d-4555-4d0a-987a-98d0cdf1ede9,Correct,Wrong,Correct,Wrong,Correct,Wrong,Correct,Wrong,Correct,Wrong,5
2dd7574b-698b-475c-95a4-ce3abae1d33d,Correct,Wrong,Correct,Correct,Wrong,Correct,Wrong,Correct,Correct,Wrong,6
2f25fc91-03ea-46d2-9c25-feafe6abfffb,Correct,Wrong,Correct,Wrong,Correct,Correct,Wrong,Wrong,Correct,Wrong,5
33301f41-bc2e-4fde-8e45-0552b6698eca,Correct,Wrong,Wrong,Wrong,Wrong,Correct,Wrong,Wrong,Correct,Wrong,3
35ac9df5-7766-41fe-9fa4-59893a04eee5,Wrong,Correct,Wrong,Wrong,Wrong,Correct,Wrong,Correct,Correct,Wrong,4
3715e50e-0a37-4a0e-841c-1b21ba8588f2,Correct,Correct,Wrong,Wrong,Wrong,Wrong,Correct,Correct,Correct,Correct,6
39f70a3c-14a3-4eb8-a423-15333a310a84,Correct,Wrong,Correct,Wrong,Correct,Correct,Correct,Wrong,Correct,Correct,7
41dd8d57-e729-479f-b648-2e85eb95a16d,Correct,Wrong,Wrong,Correct,Correct,Correct,Wrong,Correct,Wrong,Wrong,5
45922c7e-d68a-4574-9a53-4794e0139c57,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,9
4946bced-e4f2-4fb1-80ac-02fd99cd90c4,Wrong,Wrong,Correct,Correct,Correct,Correct,Wrong,Wrong,Correct,Wrong,5
4c9b2b54-e5e0-4a25-a90e-f18fe8644cdf,Correct,Wrong,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,8
4cc96efc-b412-4b00-932f-7c4d627cd3cf,Wrong,Wrong,Wrong,Wrong,Wrong,Correct,Wrong,Wrong,Wrong,Wrong,1
5329979c-42a2-4d02-963c-367bb0ef679d,Wrong,Wrong,Wrong,Correct,Wrong,Correct,Wrong,Wrong,Correct,Correct,4
535ead58-cc9d-4a6d-ba28-37beabb50b23,Wrong,Correct,Correct,Wrong,Correct,Correct,Wrong,Wrong,Correct,Wrong,5
5688a4d9-4eef-4169-8d37-0735854adb63,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,8
56ae80ae-ea9b-44bf-ac0b-8fd606d530b4,Correct,Wrong,Correct,Correct,Correct,Wrong,Correct,Wrong,Wrong,Correct,6
57ffebea-677e-49f0-b022-65668f024443,Correct,Wrong,Wrong,Wrong,Correct,Wrong,Correct,Wrong,Wrong,Wrong,3
587b952b-6694-4fa7-8685-edc51ae46fb2,Wrong,Wrong,Correct,Correct,Correct,Correct,Wrong,Wrong,Wrong,Wrong,4
5e4c9346-3e7f-4bff-bff7-8445b8890377,Wrong,Wrong,Wrong,Wrong,Correct,Wrong,Correct,Wrong,Correct,Wrong,3
60666269-cf0f-41d2-95bf-8bdbfa4d3fae,Correct,Wrong,Wrong,Correct,Correct,Correct,Wrong,Wrong,Correct,Correct,6
6133a23c-c1bc-4196-bdde-bcf0a8cafa67,Correct,Wrong,Wrong,Wrong,Correct,Correct,Wrong,Correct,Correct,Wrong,5
64df587f-1104-4120-bde0-318980d2fd8a,Correct,Wrong,Wrong,Wrong,Correct,Correct,Correct,Wrong,Correct,Wrong,5
65daf921-f814-48c3-8d63-a778afb004d4,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,8
662f5ec4-d6fe-438c-8709-7b0c01c2181e,Correct,Wrong,Correct,Wrong,Correct,Correct,Wrong,Wrong,Correct,Correct,6
67698e26-7207-4b8b-b388-3c3141e8642a,Correct,Wrong,Correct,Wrong,Wrong,Correct,Wrong,Correct,Wrong,Wrong,4
69cdc232-c8c6-4b2a-b132-4c035061ed67,Correct,Wrong,Wrong,Wrong,Wrong,Correct,Wrong,Correct,Correct,Wrong,4
69ec9fdf-e02e-46cd-b6cf-21bebcad9606,Correct,Correct,Correct,Wrong,Wrong,Correct,Wrong,Wrong,Correct,Correct,6
6b64c476-6d42-4c81-90d9-ff9468937f61,Correct,Wrong,Correct,Wrong,Correct,Wrong,Correct,Wrong,Correct,Wrong,5
6cbddef8-f555-40bd-91f0-f57ee4252bef,Correct,Correct,Wrong,Wrong,Correct,Wrong,Wrong,Correct,Correct,Correct,6
720bd337-3c25-4e20-9e78-187abec92efa,Correct,Wrong,Wrong,Wrong,Correct,Wrong,Correct,Wrong,Correct,Correct,5
7247ce4c-e78a-4c8f-b695-c5b858bd026a,Correct,Wrong,Wrong,Correct,Correct,Wrong,Correct,Wrong,Correct,Correct,6
81c36a08-5482-4b74-9534-ed0c77caac3f,Correct,Wrong,Correct,Correct,Wrong,Wrong,Wrong,Wrong,Wrong,Correct,4
820982b4-75c4-4bc0-b70a-ca34df8d0b3c,Correct,Wrong,Wrong,Correct,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,2
84428530-c982-44fa-9a12-4ebc61fe006e,Correct,Wrong,Correct,Wrong,Wrong,Correct,Wrong,Wrong,Correct,Wrong,4
84a0f487-8264-4696-9ac9-eaefe768fafc,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,9
852b3ffb-4cc0-40e7-80cd-b417928e240e,Wrong,Wrong,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Wrong,6
8941a5b8-3944-4f61-b191-8895ca33a117,Correct,Correct,Wrong,Correct,Wrong,Correct,Wrong,Wrong,Correct,Wrong,5
89a57153-1b3e-4efd-bdd8-3fd2fd3beb41,Correct,Wrong,Wrong,Correct,Correct,Correct,Correct,Wrong,Correct,Wrong,6
8b3d6659-6263-4eeb-b4c3-dd2eaf758e37,Correct,Wrong,Correct,Correct,Correct,Wrong,Wrong,Wrong,Correct,Correct,6
9128d6cc-0274-4c6f-8ae8-c5b8a675f883,Correct,Correct,Wrong,Wrong,Correct,Correct,Correct,Wrong,Correct,Wrong,6
921207e7-aa5c-43e7-970c-afb6db87f8bf,Correct,Wrong,Wrong,Wrong,Correct,Correct,Correct,Correct,Correct,Wrong,6
988fc4dc-3666-4bd6-97c9-54919077c433,Correct,Wrong,Correct,Correct,Wrong,Correct,Wrong,Wrong,Correct,Wrong,5
9f0e7844-26f5-4a0b-add0-8cf95e946ec3,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Wrong,Correct,Correct,8
9f2aef5a-c084-494d-9f46-28887c34bf58,Correct,Wrong,Wrong,Wrong,Correct,Correct,Correct,Wrong,Correct,Correct,6
9fc87100-8e38-4b49-be75-576f1590503b,Correct,Correct,Wrong,Wrong,Correct,Correct,Wrong,Wrong,Wrong,Wrong,4
a0828fad-a5d9-461c-841e-690da0cd91d1,Correct,Correct,Correct,Wrong,Correct,Wrong,Correct,Correct,Correct,Wrong,7
a0e131b1-4223-4c79-83d8-f789e69ddb91,Correct,Wrong,Wrong,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,7
a23161ad-3a82-4324-9a1c-197a368f78d9,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Wrong,Correct,8
a3b2121d-6014-4cdb-8a3a-34f100f59e19,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Wrong,Wrong,Wrong,6
a4188d89-9f99-424b-b839-06ea86def6e4,Correct,Wrong,Wrong,Wrong,Correct,Correct,Wrong,Correct,Correct,Wrong,5
a4f183ff-27d3-47bf-b1c8-11177baaa480,Correct,Wrong,Wrong,Correct,Correct,Correct,Correct,Wrong,Correct,Wrong,6
a69e9b28-db05-4afb-abae-08731d7ed092,Correct,Wrong,Wrong,Correct,Wrong,Correct,Wrong,Wrong,Correct,Wrong,4
a70b3056-310b-4bdf-9f47-303f94cb0d33,Wrong,Correct,Correct,Correct,Correct,Wrong,Correct,Wrong,Correct,Wrong,6
a99034ab-996e-48db-860d-9603fd9e2489,Wrong,Wrong,Wrong,Wrong,Correct,Wrong,Correct,Wrong,Correct,Wrong,3
b2857b08-ffbb-4fb3-86bc-8fbb57c7d2e6,Correct,Wrong,Wrong,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,7
b93ad797-0965-4223-b0df-c710662e0b81,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,8
c10d450f-c70b-4f56-bee1-f29d41a3ae67,Correct,Wrong,Correct,Correct,Correct,Wrong,Wrong,Wrong,Correct,Wrong,5
c2812d94-73f4-45ed-a24a-b96bd10bcec6,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Wrong,Correct,Correct,8
c5157aa5-e2ea-4dda-8f87-479636e40054,Correct,Wrong,Wrong,Wrong,Wrong,Wrong,Correct,Correct,Correct,Wrong,4
c5eaa550-83cc-4552-b48f-b3b936957144,Correct,Correct,Wrong,Wrong,Correct,Wrong,Correct,Wrong,Correct,Wrong,5
c652b76e-a98c-42dd-b8c3-818eef6066d4,Correct,Wrong,Wrong,Wrong,Correct,Correct,Correct,Wrong,Correct,Wrong,5
c6592eef-f703-4581-b6f1-dbd071101364,Correct,Wrong,Wrong,Wrong,Correct,Wrong,Correct,Wrong,Correct,Wrong,4
c68c2bb2-3517-4eed-a9ad-9961502df13a,Wrong,Correct,Wrong,Correct,Correct,Wrong,Correct,Wrong,Correct,Wrong,5
c6b98c1e-2478-4773-a9f5-c9d5f37e3df0,Wrong,Wrong,Correct,Wrong,Wrong,Correct,Wrong,Wrong,Wrong,Correct,3
c837d5ca-49a4-4506-a4f1-2065971b0dff,Correct,Wrong,Wrong,Correct,Correct,Wrong,Wrong,Correct,Wrong,Wrong,4
cb294c20-7917-4652-93fa-26388a04cd02,Correct,Correct,Wrong,Wrong,Correct,Wrong,Wrong,Correct,Wrong,Wrong,4
cbf45ac6-bab8-4d00-b57d-636c8fcb29f9,Correct,Wrong,Wrong,Correct,Correct,Correct,Correct,Wrong,Correct,Wrong,6
cf0da9f7-a9f9-459d-b0dd-2fe166562d74,Correct,Wrong,Wrong,Correct,Correct,Correct,Wrong,Wrong,Correct,Correct,6
d0a6d1ad-c8fe-4f3c-87a5-4fb880d4838b,Correct,Correct,Wrong,Wrong,Correct,Wrong,Wrong,Wrong,Correct,Wrong,4
d5b3e331-dd61-43fc-b85a-ad42b3df81f0,Correct,Wrong,Correct,Correct,Correct,Wrong,Correct,Wrong,Correct,Correct,7
da355f65-45bd-4b05-adfa-d5c57f11eb54,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Wrong,7
db6e6aa4-adbf-422a-b073-23b30a212931,Correct,Wrong,Correct,Correct,Correct,Wrong,Correct,Wrong,Wrong,Wrong,5
dbc46986-0448-48e4-a698-1117d86fa8cd,Wrong,Correct,Wrong,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,7
e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,Correct,Wrong,Correct,Wrong,Correct,Correct,Wrong,Wrong,Correct,Wrong,5
e1420868-2337-4935-a730-c77f8275c845,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,9
e1465c73-fe17-4d91-98eb-c81939f4d077,Correct,Wrong,Wrong,Wrong,Correct,Correct,Wrong,Wrong,Correct,Wrong,4
e3ff7b80-f578-45d5-b339-c05e846ee15c,Correct,Wrong,Correct,Correct,Wrong,Correct,Wrong,Wrong,Correct,Wrong,5
e64f1c59-1d72-43b2-91ae-d6e2a7fa8917,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Wrong,Correct,Wrong,7
e6e03c85-c9c9-4ee6-97c7-9004998451da,Wrong,Wrong,Wrong,Correct,Correct,Correct,Correct,Wrong,Correct,Wrong,5
e815084e-7c86-4b6e-a7af-b78a6d20caf6,Wrong,Wrong,Correct,Wrong,Wrong,Wrong,Wrong,Wrong,Correct,Wrong,2
e910d034-c947-4410-a937-b308e7ae0eb9,Correct,Wrong,Wrong,Wrong,Correct,Correct,Wrong,Correct,Correct,Wrong,5
f0f9033b-459f-4a86-b41b-c09d094fe4b3,Correct,Wrong,Correct,Correct,Correct,Correct,Wrong,Wrong,Correct,Correct,7
f22eb329-2233-45ef-9541-92e160d95efe,Correct,Wrong,Wrong,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,7
fb290ff8-28f6-44ed-9293-706aef31f7fb,Correct,Wrong,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Wrong,7
