id,user_id,created_at,completed,attention_checks,prolific_end_time,prolific_start_time
54,0a8cc657-5d49-40b0-a161-3337688e5956,2024-04-11 09:16:49.595629,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 09:30:58.744,2024-04-11 09:15:04.240
69,5329979c-42a2-4d02-963c-367bb0ef679d,2024-04-11 09:22:48.609174,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 09:49:12.637,2024-04-11 09:18:35.629
172,69ec9fdf-e02e-46cd-b6cf-21bebcad9606,2024-04-11 09:40:47.804187,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 10:49:30.903,2024-04-11 09:35:58.034
107,1b8259fa-4f9d-4093-aa30-c1036c5f9fdc,2024-04-11 09:34:39.206236,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",2024-04-11 10:34:37.479,2024-04-11 09:30:54.435
81,e6e03c85-c9c9-4ee6-97c7-9004998451da,2024-04-11 09:26:41.818048,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 10:16:12.615,2024-04-11 09:21:37.839
102,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,2024-04-11 09:34:04.442710,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 10:17:16.032,2024-04-11 09:28:13.347
136,211ae0b7-d996-41b7-bb11-35a7b7ed4b74,2024-04-11 09:37:03.820811,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",2024-04-11 10:06:28.275,2024-04-11 09:32:20.955
123,69cdc232-c8c6-4b2a-b132-4c035061ed67,2024-04-11 09:36:04.667314,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 09:53:23.874,2024-04-11 09:33:07.171
98,4cc96efc-b412-4b00-932f-7c4d627cd3cf,2024-04-11 09:32:50.173365,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 09:47:55.933,2024-04-11 09:30:44.564
82,662f5ec4-d6fe-438c-8709-7b0c01c2181e,2024-04-11 09:26:42.144320,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 09:53:09.138,2024-04-11 09:22:56.381
58,720bd337-3c25-4e20-9e78-187abec92efa,2024-04-11 09:19:50.956525,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 09:35:00.149,2024-04-11 09:11:33.249
56,c2812d94-73f4-45ed-a24a-b96bd10bcec6,2024-04-11 09:19:30.458080,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '0'}}",2024-04-11 09:35:39.269,2024-04-11 09:17:24.337
110,0d9cade7-b753-482f-b446-a8f69fbf4144,2024-04-11 09:35:06.604883,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 09:59:05.266,2024-04-11 09:33:40.272
163,81c36a08-5482-4b74-9534-ed0c77caac3f,2024-04-11 09:40:04.874460,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 10:00:16.859,2024-04-11 09:37:38.446
512,10db0f82-68bb-49fc-82f0-b8f670cdf4a0,2024-04-11 16:11:48.111393,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '0'}}",2024-04-11 16:26:53.363,2024-04-11 16:09:27.162
121,9128d6cc-0274-4c6f-8ae8-c5b8a675f883,2024-04-11 09:35:55.076134,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",2024-04-11 09:58:20.956,2024-04-11 09:31:44.171
268,a23161ad-3a82-4324-9a1c-197a368f78d9,2024-04-11 09:47:47.435578,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 10:01:34.793,2024-04-11 09:43:46.641
177,9fc87100-8e38-4b49-be75-576f1590503b,2024-04-11 09:41:41.942201,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 09:58:19.459,2024-04-11 09:36:48.308
156,60666269-cf0f-41d2-95bf-8bdbfa4d3fae,2024-04-11 09:39:30.910298,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 09:56:37.177,2024-04-11 09:37:33.869
313,c6592eef-f703-4581-b6f1-dbd071101364,2024-04-11 09:51:06.540142,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '0'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 10:07:20.603,2024-04-11 09:47:29.757
183,cb294c20-7917-4652-93fa-26388a04cd02,2024-04-11 09:41:50.193503,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 09:59:51.501,2024-04-11 09:39:01.305
174,27cd0c36-e896-4a2b-b7a3-8f114da43fd9,2024-04-11 09:41:11.236107,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 09:59:27.269,2024-04-11 09:39:06.828
169,a70b3056-310b-4bdf-9f47-303f94cb0d33,2024-04-11 09:40:36.463371,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 10:08:14.978,2024-04-11 09:38:56.824
179,8941a5b8-3944-4f61-b191-8895ca33a117,2024-04-11 09:41:44.242005,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 10:26:20.254,2024-04-11 09:37:35.391
117,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,2024-04-11 09:35:30.727911,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 10:04:41.030,2024-04-11 09:29:26.387
214,1667c389-89a6-4ae3-a6e5-3f7de4ca3e29,2024-04-11 09:43:46.833742,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 10:03:30.339,2024-04-11 09:40:40.107
420,9f0e7844-26f5-4a0b-add0-8cf95e946ec3,2024-04-11 10:03:22.727243,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 10:31:58.076,2024-04-11 09:40:00.901
210,24b45b13-29d0-4fb9-a926-1ada6ffe8902,2024-04-11 09:43:30.909755,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 10:04:28.639,2024-04-11 09:40:38.808
176,2dd7574b-698b-475c-95a4-ce3abae1d33d,2024-04-11 09:41:38.142476,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 10:05:58.885,2024-04-11 09:38:43.292
206,b93ad797-0965-4223-b0df-c710662e0b81,2024-04-11 09:43:19.377211,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 10:09:52.586,2024-04-11 09:38:35.148
153,a0828fad-a5d9-461c-841e-690da0cd91d1,2024-04-11 09:38:53.013213,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 10:01:56.556,2024-04-11 09:34:06.065
460,17a8a686-8859-4b15-a5b7-e7c346bd989e,2024-04-11 10:12:11.043658,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 10:45:37.500,2024-04-11 09:44:43.624
486,5688a4d9-4eef-4169-8d37-0735854adb63,2024-04-11 10:24:51.213749,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 11:01:47.492,2024-04-11 09:41:31.682
76,2f25fc91-03ea-46d2-9c25-feafe6abfffb,2024-04-11 09:24:43.593806,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 09:43:51.768,2024-04-11 09:22:15.200
245,c5eaa550-83cc-4552-b48f-b3b936957144,2024-04-11 09:45:44.900689,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '0'}}",2024-04-11 10:13:15.527,2024-04-11 09:42:06.412
246,299e015d-4555-4d0a-987a-98d0cdf1ede9,2024-04-11 09:45:46.267220,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 10:04:32.694,2024-04-11 09:42:40.484
219,7247ce4c-e78a-4c8f-b695-c5b858bd026a,2024-04-11 09:44:16.606825,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 09:58:18.398,2024-04-11 09:41:41.321
222,84428530-c982-44fa-9a12-4ebc61fe006e,2024-04-11 09:44:22.548077,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 10:05:46.897,2024-04-11 09:40:15.565
220,cf0da9f7-a9f9-459d-b0dd-2fe166562d74,2024-04-11 09:44:16.965139,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 10:05:25.216,2024-04-11 09:41:45.247
116,89a57153-1b3e-4efd-bdd8-3fd2fd3beb41,2024-04-11 09:35:28.111176,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 10:13:30.622,2024-04-11 09:33:28.908
226,84a0f487-8264-4696-9ac9-eaefe768fafc,2024-04-11 09:44:29.239310,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 10:06:14.266,2024-04-11 09:39:51.439
340,a3b2121d-6014-4cdb-8a3a-34f100f59e19,2024-04-11 09:53:28.731295,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 10:41:06.415,2024-04-11 09:45:32.999
293,c68c2bb2-3517-4eed-a9ad-9961502df13a,2024-04-11 09:49:46.436707,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",2024-04-11 10:26:17.962,2024-04-11 09:41:36.368
235,106f850f-65bd-4730-81aa-655e24fe4cbf,2024-04-11 09:45:07.053011,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 10:07:29.957,2024-04-11 09:42:32.636
360,64df587f-1104-4120-bde0-318980d2fd8a,2024-04-11 09:55:38.591448,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 10:06:43.141,2024-04-11 09:45:06.999
290,921207e7-aa5c-43e7-970c-afb6db87f8bf,2024-04-11 09:49:36.728703,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 10:45:29.016,2024-04-11 09:41:56.071
305,6133a23c-c1bc-4196-bdde-bcf0a8cafa67,2024-04-11 09:50:36.258430,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 10:23:19.461,2024-04-11 09:47:37.855
308,a4f183ff-27d3-47bf-b1c8-11177baaa480,2024-04-11 09:50:55.640847,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 10:18:23.217,2024-04-11 09:47:26.098
100,2799029f-e791-4278-afd7-5c943e27f91d,2024-04-11 09:33:26.129077,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 09:53:52.660,2024-04-11 09:30:23.132
122,a69e9b28-db05-4afb-abae-08731d7ed092,2024-04-11 09:36:00.300714,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 09:53:53.885,2024-04-11 09:33:49.027
180,0975205a-0a20-456f-971b-f7c227662f3e,2024-04-11 09:41:46.466825,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 09:56:19.064,2024-04-11 09:39:37.211
322,dbc46986-0448-48e4-a698-1117d86fa8cd,2024-04-11 09:51:50.062150,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 10:20:13.633,2024-04-11 09:40:17.320
366,4c9b2b54-e5e0-4a25-a90e-f18fe8644cdf,2024-04-11 09:56:16.113997,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 10:21:48.454,2024-04-11 09:47:28.542
