id,user_id,created_at,completed,attention_checks,prolific_end_time,prolific_start_time
280,8b3d6659-6263-4eeb-b4c3-dd2eaf758e37,2024-04-11 09:48:32.857925,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 10:20:24.404,2024-04-11 09:42:52.104
2118,852b3ffb-4cc0-40e7-80cd-b417928e240e,2024-04-15 12:29:13.484789,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-15 12:48:33.867,2024-04-15 12:27:18.958
2132,57ffebea-677e-49f0-b022-65668f024443,2024-04-15 12:30:31.220456,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-15 12:42:44.974,2024-04-15 12:28:37.670
2165,18ab1d7e-3cc0-41e3-baa4-36824efa450b,2024-04-15 12:38:02.962721,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",2024-04-15 13:13:45.728,2024-04-15 12:34:17.246
2124,67698e26-7207-4b8b-b388-3c3141e8642a,2024-04-15 12:29:58.431359,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-15 12:41:01.543,2024-04-15 12:28:21.161
2159,35ac9df5-7766-41fe-9fa4-59893a04eee5,2024-04-15 12:36:55.250768,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-15 12:58:00.392,2024-04-15 12:33:41.426
2137,33301f41-bc2e-4fde-8e45-0552b6698eca,2024-04-15 12:31:56.530701,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",2024-04-15 12:48:14.780,2024-04-15 12:30:49.738
2125,14ab273c-094d-4e41-9014-9e409adce968,2024-04-15 12:30:03.114428,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-15 12:47:07.980,2024-04-15 12:27:44.921
1624,c10d450f-c70b-4f56-bee1-f29d41a3ae67,2024-04-11 17:26:31.474387,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 17:37:26.250,2024-04-11 17:23:53.815
2120,65daf921-f814-48c3-8d63-a778afb004d4,2024-04-15 12:29:20.367583,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-15 12:48:13.272,2024-04-15 12:24:20.147
2172,c652b76e-a98c-42dd-b8c3-818eef6066d4,2024-04-15 12:40:39.351042,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-15 13:31:40.476,2024-04-15 12:34:13.859
2147,535ead58-cc9d-4a6d-ba28-37beabb50b23,2024-04-15 12:34:00.488659,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-15 12:54:43.115,2024-04-15 12:32:38.466
2141,249e3d1b-f55f-4918-b98a-dd3c8bd5dc51,2024-04-15 12:32:35.628157,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-15 12:44:43.308,2024-04-15 12:31:18.240
2088,1c3c495f-88d5-4596-b612-3784fa3618f3,2024-04-15 12:22:43.636846,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-15 12:43:39.452,2024-04-15 12:19:54.685
1778,d5b3e331-dd61-43fc-b85a-ad42b3df81f0,2024-04-11 17:37:56.331098,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 18:18:41.515,2024-04-11 17:31:34.530
1770,e910d034-c947-4410-a937-b308e7ae0eb9,2024-04-11 17:36:37.845364,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 17:52:32.728,2024-04-11 17:33:42.917
1916,39f70a3c-14a3-4eb8-a423-15333a310a84,2024-04-11 17:59:27.913049,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 18:58:47.906,2024-04-11 17:36:24.377
2219,a4188d89-9f99-424b-b839-06ea86def6e4,2024-04-15 13:03:28.665931,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-15 13:41:20.230,2024-04-15 12:22:12.680
1805,6b64c476-6d42-4c81-90d9-ff9468937f61,2024-04-11 17:40:45.810865,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 18:10:52.687,2024-04-11 17:01:05.864
1817,0510e081-07d6-4a36-9624-59f9d4c3b65d,2024-04-11 17:41:44.456471,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 18:12:39.314,2024-04-11 17:19:31.932
1816,c837d5ca-49a4-4506-a4f1-2065971b0dff,2024-04-11 17:41:31.007157,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 18:20:57.051,2024-04-11 17:31:55.831
1740,fb290ff8-28f6-44ed-9293-706aef31f7fb,2024-04-11 17:33:55.315775,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 17:51:24.583,2024-04-11 17:32:08.994
1818,56ae80ae-ea9b-44bf-ac0b-8fd606d530b4,2024-04-11 17:41:51.822568,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 17:57:22.825,2024-04-11 17:40:34.284
2233,e815084e-7c86-4b6e-a7af-b78a6d20caf6,2024-04-15 14:06:14.168081,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-15 14:37:13.300,2024-04-15 14:00:20.077
1865,9f2aef5a-c084-494d-9f46-28887c34bf58,2024-04-11 17:50:02.052016,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 18:11:26.239,2024-04-11 17:15:29.025
1829,e3ff7b80-f578-45d5-b339-c05e846ee15c,2024-04-11 17:43:43.733478,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 18:18:01.240,2024-04-11 17:36:36.015
1859,cbf45ac6-bab8-4d00-b57d-636c8fcb29f9,2024-04-11 17:49:06.520156,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 18:01:34.555,2024-04-11 17:34:19.554
2238,e1420868-2337-4935-a730-c77f8275c845,2024-04-15 17:01:29.406172,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 16:55:56.300,2024-04-11 16:28:13.165
1789,a0e131b1-4223-4c79-83d8-f789e69ddb91,2024-04-11 17:38:51.619219,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 18:03:35.705,2024-04-11 17:36:30.662
1827,b2857b08-ffbb-4fb3-86bc-8fbb57c7d2e6,2024-04-11 17:43:23.368068,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 18:09:09.175,2024-04-11 17:37:33.162
1846,107c07c5-2515-42bc-9b2b-96f75103a195,2024-04-11 17:46:16.864384,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",2024-04-11 18:24:32.691,2024-04-11 17:28:19.166
1890,a99034ab-996e-48db-860d-9603fd9e2489,2024-04-11 17:54:01.259934,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 18:17:56.581,2024-04-11 17:24:57.626
1976,1831ac60-c444-4434-b2ca-cd896ba72f1d,2024-04-11 18:18:50.769966,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 18:40:17.061,2024-04-11 18:15:44.339
1828,6cbddef8-f555-40bd-91f0-f57ee4252bef,2024-04-11 17:43:33.351005,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 18:08:11.463,2024-04-11 17:37:11.671
1952,d0a6d1ad-c8fe-4f3c-87a5-4fb880d4838b,2024-04-11 18:09:32.437730,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 18:46:25.241,2024-04-11 18:06:05.280
1917,f22eb329-2233-45ef-9541-92e160d95efe,2024-04-11 17:59:31.112880,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 18:11:47.645,2024-04-11 17:38:36.286
1956,988fc4dc-3666-4bd6-97c9-54919077c433,2024-04-11 18:10:35.824497,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 18:32:53.223,2024-04-11 18:07:38.615
2002,5e4c9346-3e7f-4bff-bff7-8445b8890377,2024-04-11 18:33:29.340404,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 18:58:11.129,2024-04-11 18:30:53.428
1995,14bd0136-4e17-4637-ba91-81d2057dba33,2024-04-11 18:32:06.762948,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 18:59:11.379,2024-04-11 18:26:08.212
2024,41dd8d57-e729-479f-b648-2e85eb95a16d,2024-04-11 18:48:23.997507,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 19:01:30.635,2024-04-11 18:45:27.355
2007,da355f65-45bd-4b05-adfa-d5c57f11eb54,2024-04-11 18:36:36.393311,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 19:00:36.109,2024-04-11 18:31:23.784
2057,3715e50e-0a37-4a0e-841c-1b21ba8588f2,2024-04-12 09:35:40.659132,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 18:36:25.549,2024-04-11 17:15:32.770
2064,28389d4b-62ef-411d-a92a-4280cb409cb7,2024-04-14 18:04:10.511659,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 17:05:31.212,2024-04-11 16:21:50.236
2069,1b53a9fe-61f2-4b68-a33e-044f59961928,2024-04-14 18:23:28.203824,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-11 17:20:08.489,2024-04-11 17:07:49.461
2077,45922c7e-d68a-4574-9a53-4794e0139c57,2024-04-14 19:09:52.991959,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",,
2090,c5157aa5-e2ea-4dda-8f87-479636e40054,2024-04-15 12:22:58.119319,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '0'}}",2024-04-15 12:41:06.827,2024-04-15 12:20:45.997
2097,e64f1c59-1d72-43b2-91ae-d6e2a7fa8917,2024-04-15 12:24:44.710605,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '1'}}",2024-04-15 12:55:04.625,2024-04-15 12:21:05.131
2089,f0f9033b-459f-4a86-b41b-c09d094fe4b3,2024-04-15 12:22:46.536619,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-15 12:48:22.681,2024-04-15 12:20:07.720
2108,c6b98c1e-2478-4773-a9f5-c9d5f37e3df0,2024-04-15 12:26:37.979183,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-15 13:01:03.545,2024-04-15 12:22:00.187
2100,db6e6aa4-adbf-422a-b073-23b30a212931,2024-04-15 12:25:09.958747,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-15 12:47:55.075,2024-04-15 12:21:28.849
2095,587b952b-6694-4fa7-8685-edc51ae46fb2,2024-04-15 12:23:53.056365,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-15 12:54:11.943,2024-04-15 12:17:57.478
2099,820982b4-75c4-4bc0-b70a-ca34df8d0b3c,2024-04-15 12:24:55.301534,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-15 12:46:26.783,2024-04-15 12:21:04.646
2101,0da6331a-3cda-4110-b629-0f45aa911f91,2024-04-15 12:25:11.575256,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-15 12:47:12.153,2024-04-15 12:23:04.562
2109,e1465c73-fe17-4d91-98eb-c81939f4d077,2024-04-15 12:26:39.803742,True,"{'1': {'correct': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year', 'selected': 'Guess, whether the machine learning model would predict the individual to earn more or less than 50k a year'}, '2': {'correct': ['-2', '-1'], 'selected': '-2'}, '3': {'correct': '-2', 'selected': '-2'}, '4': {'correct': '-1', 'selected': '-1'}}",2024-04-15 12:49:23.410,2024-04-15 12:23:17.094
